Tamil,English
அமைந்தாங்,amaindhaang
கொழுகான்,kozhukaan
அளவறியான்,alavariyaan
வியந்தான்,viyandhaan
விரைந்து,viraindhu
பீலிபெய்,peelipey
சாகாடும்,saakaatum
அச்சிறும்,achchirum
அப்பண்டஞ்,appantanjjch
சால,"aala, saala"
மிகுத்துப்,mikuththup
பெயின்,peyin
நுனிக்கொம்பர்,nunikkompar
ஏறினார்,erinaar
அஃதிறந்,aqdhiran
தூக்கின்,thookkin
உயிர்க்கிறுதி,uyirkkirudhi
அறவறிந்து,aravarindhu
ஈக,eeka
அதுபொருள்,adhuporul
ஆகாறு,aakaaru
அளவிட்டி,alavitti
தாயினுங்,thaayinung
கேடில்லை,ketillai
போகாறு,pokaaru
அகலாக்,akalaak
அளவறிந்து,alavarindhu
வாழாதான்,vaazhaadhaan
உளபோல,ulapola
இல்லாகித்,illaakith
தோன்றாக்,thondraak
உளவரை,ulavarai
தூக்காத,thookkaadha
ஒப்புர,oppura
வளவரை,valavarai
வல்லைக்,vallaik
பகல்வெல்லும்,pakalvellum
கூகையைக்,kookaiyaik
காக்கை,kaakkai
இகல்வெல்லும்,ikalvellum
வேந்தர்க்கு,vendharkku
பொழுது,pozhudhu
பருவத்தோடு,paruvaththotu
திருவினைத்,thiruvinaith
தீராமை,theeraamai
ஆர்க்குங்,aarkkung
கயிறு,kayiru
அருவினை,aruvinai
யென்ப,yenpa
கருவியான்,karuviyaan
காலம்,kaalam
ஞாலம்,gnaalam
கருதினுங்,karudhinung
கைகூடுங்,kaikootung
இடத்தாற்,itaththaar
இருப்பர்,iruppar
கலங்காது,kalangaadhu
கருது,karudhu
ஊக்க,ookka
முடையான்,mutaiyaan
ஒடுக்கம்,otukkam
பொருதகர்,porudhakar
தாக்கற்குப்,thaakkarkup
பேருந்,perun
பொள்ளென,pollena
புறம்வேரார்,puramveraar
காலம்பார்த்து,kaalampaarththu
உள்வேர்ப்பர்,ulverppar
ஒள்ளி,olli
செறுநரைக்,serunaraik
காணின்,kaanin
சுமக்க,sumakka
இறுவரை,iruvarai
கிழக்காம்,kizhakkaam
எய்தற்,eydhar
கரியது,kariyadhu
இயைந்தக்கால்,iyaindhakkaal
கரிய,kariya
கொக்கொக்க,kokkokka
கூம்பும்,koompum
பருவத்து,paruvaththu
குத்தொக்க,kuththokka
சீர்த்த,seerththa
இடத்து,itaththu
தொடங்கற்க,thotangarka
எவ்வினையும்,evvinaiyum
எள்ளற்க,ellarka
முற்றும்,mutrum
இடங்கண்ட,itanganta
பின்அல்,pinal
லது,ladhu
முரண்சேர்ந்த,muranserndha
மொய்ம்பி,moimpi
னவர்க்கும்,navarkkum
அரண்சேர்ந்தாம்,aranserndhaam
ஆற்றாரும்,aatraarum
ஆற்றி,aatri
அடுப,atupa
இடனறிந்து,itanarindhu
போற்றார்கண்,potraarkan
போற்றிச்,potrich
எண்ணியார்,enniyaar
எண்ணம்,ennam
இழப்பர்,izhappar
துன்னிச்,thunnich
நெடும்புனலுள்,netumpunalul
வெல்லும்,vellum
முதலை,mudhalai
அடும்புனலின்,atumpunalin
நீங்கின்,neengin
அதனைப்,adhanaip
கடலோடா,katalotaa
கால்வல்,kaalval
நெடுந்தேர்,netundher
கடலோடும்,katalotum
நாவாயும்,naavaayum
ஓடா,otaa
துணைவேண்டா,thunaiventaa
எண்ணி,enni
சிறுபடையான்,sirupataiyaan
செல்லிடம்,sellitam
சேரின்,serin
உறுபடையான்,urupataiyaan
ஊக்கம்,"aakkam, ookkam"
அழிந்து,azhindhu
சிறைநலனும்,sirainalanum
சீரும்,seerum
இலரெனினும்,ilareninum
உறைநிலத்தோடு,urainilaththotu
ஒட்டல்,ottal
காலாழ்,kaalaazh
களரில்,kalaril
நரியடும்,nariyatum
கண்ணஞ்சா,kannanjaa
வேலாள்,velaal
முகத்த,mukaththa
களிறு,kaliru
உயிரச்சம்,uyirachcham
நான்கின்,naankin
திறந்தெரிந்து,thirandherindhu
தேறப்,therap
குடிப்பிறந்து,kutippirandhu
குற்றத்தின்,kutraththin
நீங்கி,neengi
வடுப்பரியும்,vatuppariyum
நாணுடையான்,naanutaiyaan
சுட்டே,sutte
தெளிவு,thelivu
அரியகற்று,ariyakatru
ஆசற்றார்,aasatraar
தெரியுங்கால்,theriyungaal
வெளிறு,veliru
குணம்நாடிக்,kunamnaatik
அவற்றுள்,avatrul
மிகைநாடி,mikainaati
மிக்க,mikka
பெருமைக்கும்,perumaikkum
ஏனைச்,enaich
சிறுமைக்கும்,chirumaikkum
தத்தம்,thaththam
கருமமே,karumame
கட்டளைக்,kattalaik
அற்றாரைத்,atraaraith
தேறுதல்,therudhal
ஓம்புக,ompuka
மற்றவர்,matravar
பற்றிலர்,patrilar
நாணார்,naanaar
காதன்மை,kaadhanmai
கந்தா,kandhaa
அறிவறியார்த்,arivariyaarth
பிறனைத்,piranaith
தெளிந்தான்,thelindhaan
வழிமுறை,vazhimurai
தீரா,theeraa
தேறற்க,therarka
யாரையும்,yaaraiyum
தேராது,theraadhu
தேர்ந்தபின்,therndhapin
தேறுக,theruka
தேறும்,therum
தெளிவும்,thelivum
தெளிந்தான்கண்,thelindhaankan
ஐயுறவும்,aiyuravum
நன்மையும்,nanmaiyum
தீமையும்,theemaiyum
நலம்புரிந்த,nalampurindha
தன்மையான்,thanmaiyaan
ஆளப்,aalap
பெருக்கி,perukki
வளம்படுத்து,valampatuththu
உற்றவை,utravai
ஆராய்வான்,aaraaivaan
செய்க,seyka
அன்பறிவு,anparivu
தேற்றம்,thetram
நன்குடையான்,nankutaiyaan
எனைவகையான்,enaivakaiyaan
தேறியக்,theriyak
வினைவகையான்,vinaivakaiyaan
வேறாகும்,veraakum
அறிந்தாற்றிச்,arindhaatrich
செய்கிற்பாற்கு,cheykirpaarku
வினைதான்,vinaidhaan
சிறந்தானென்று,sirandhaanendru
ஏவற்பாற்,evarpaar
செய்வானை,seyvaanai
வினைநாடிக்,vinainaatik
காலத்தோடு,kaalaththotu
எய்த,eydha
உணர்ந்து,unarndhu
இதனை,ithanai
இதனால்,ithanaal
இவன்முடிக்கும்,ivanmutikkum
என்றாய்ந்து,endraaindhu
அவன்கண்,avankan
வினைக்,vinaik
குரிமை,kurimai
நாடிய,naatiya
பின்றை,pindrai
அவனை,avanai
அதற்குரிய,adharkuriya
னாகச்,naakach
வினைக்கண்,vinaikkan
வினையுடையான்,vinaiyutaiyaan
கேண்மைவே,kenmaive
றாக,raaka
நினைப்பானை,ninaippaanai
நாடோறும்,naatorum
நாடுக,naatuka
வினைசெய்வான்,vinaiseyvaan
கோடா,kotaa
துலகு,thulaku
பழைமைபா,pazhaimaipaa
ராட்டுதல்,raattudhal
சுற்றத்தார்,sutraththaar
விருப்பறாச்,virupparaach
இயையின்,iyaiyin
அருப்பறா,arupparaa
பலவும்,palavum
அளவளா,alavalaa
வில்லாதான்,villaadhaan
குளவளாக்,kulavalaak
கோடின்றி,kotindri
சுற்றத்தால்,sutraththaal
சுற்றப்,sutrap
படஒழுகல்,pataozhukal
செல்வந்தான்,selvandhaan
பெற்றத்தால்,petraththaal
பெற்ற,petra
கொடுத்தலும்,kotuththalum
இன்சொலும்,insolum
அடுக்கிய,atukkiya
பெருங்கொடையான்,perungotaiyaan
பேணான்,penaan
அவனின்,avanin
மருங்குடையார்,marungutaiyaar
கரவா,karavaa
கரைந்துண்ணும்,karaindhunnum
அன்னநீ,annanee
ரார்க்கே,raarkke
பொதுநோக்கான்,podhunokkaan
வரிசையா,varisaiyaa
நோக்கின்,nokkin
அதுநோக்கி,adhunokki
தமராகிக்,thamaraakik
தற்றுறந்தார்,thatrurandhaar
அமராமைக்,amaraamaik
இன்றி,indri
உழைப்பிரிந்து,uzhaippirindhu
காரணத்தின்,kaaranaththin
வந்தானை,vandhaanai
இழைத்,izhaith
திருந்து,thirundhu
எண்ணிக்,ennik
இறந்த,irandha
வெகுளியின்,vekuliyin
சிறந்த,sirandha
உவகை,uvakai
மகிழ்ச்சியிற்,makizhchchiyir
பொச்சாப்புக்,pochchaappuk
புகழை,pukazhai
அறிவினை,arivinai
நிச்ச,nichcha
நிரப்புக்,nirappuk
கொன்,kon
றாங்கு,raangu
பொச்சாப்பார்க்,pochchaappaark
புகழ்மை,pukazhmai
அதுஉலகத்து,adhuulakaththu
எப்பால்நூ,eppaalnoo
லோர்க்கும்,lorkkum
அச்ச,achcha
